Areaname,Area,Areatype,Stfips,Maparea,Stateabbrv,Periodyear,Periodtype,Period,Timeperiod,Adjusted,Laborforce,Emplab,Unemp,Unemprate,Clfprate,Emppopratio,Fullperiod,Sortperiod,Rank,Preliminary,prelim
Lea County,000025,04,35,3504000025,NM,2018,03,04,"April, 2018",0,29736,28668,1068,3.60,,,20180304,03201804,187,No,0
Lincoln County,000027,04,35,3504000027,NM,2018,03,04,"April, 2018",0,8576,8257,319,3.70,,,20180304,03201804,188,No,0
Los Alamos County,000028,04,35,3504000028,NM,2018,03,04,"April, 2018",0,8991,8723,268,3.00,,,20180304,03201804,189,No,0
Luna County,000029,04,35,3504000029,NM,2018,03,04,"April, 2018",0,10068,8683,1385,13.80,,,20180304,03201804,190,No,0
McKinley County,000031,04,35,3504000031,NM,2018,03,04,"April, 2018",0,23960,22504,1456,6.10,,,20180304,03201804,191,No,0
Mora County,000033,04,35,3504000033,NM,2018,03,04,"April, 2018",0,2253,2123,130,5.80,,,20180304,03201804,192,No,0
Otero County,000035,04,35,3504000035,NM,2018,03,04,"April, 2018",0,24641,23607,1034,4.20,,,20180304,03201804,193,No,0
Quay County,000037,04,35,3504000037,NM,2018,03,04,"April, 2018",0,3193,3067,126,3.90,,,20180304,03201804,194,No,0
Rio Arriba County,000039,04,35,3504000039,NM,2018,03,04,"April, 2018",0,16596,15818,778,4.70,,,20180304,03201804,195,No,0
Roosevelt County,000041,04,35,3504000041,NM,2018,03,04,"April, 2018",0,7889,7616,273,3.50,,,20180304,03201804,196,No,0
Sandoval County,000043,04,35,3504000043,NM,2018,03,04,"April, 2018",0,65775,62907,2868,4.40,,,20180304,03201804,197,No,0
San Juan County,000045,04,35,3504000045,NM,2018,03,04,"April, 2018",0,52884,50202,2682,5.10,,,20180304,03201804,198,No,0
San Miguel County,000047,04,35,3504000047,NM,2018,03,04,"April, 2018",0,11137,10560,577,5.20,,,20180304,03201804,199,No,0
Santa Fe County,000049,04,35,3504000049,NM,2018,03,04,"April, 2018",0,73731,70981,2750,3.70,,,20180304,03201804,200,No,0
Sierra County,000051,04,35,3504000051,NM,2018,03,04,"April, 2018",0,3908,3597,311,8.00,,,20180304,03201804,201,No,0
Socorro County,000053,04,35,3504000053,NM,2018,03,04,"April, 2018",0,6484,6202,282,4.30,,,20180304,03201804,202,No,0
Taos County,000055,04,35,3504000055,NM,2018,03,04,"April, 2018",0,14394,13385,1009,7.00,,,20180304,03201804,203,No,0
Torrance County,000057,04,35,3504000057,NM,2018,03,04,"April, 2018",0,5575,5176,399,7.20,,,20180304,03201804,204,No,0
Union County,000059,04,35,3504000059,NM,2018,03,04,"April, 2018",0,1817,1771,46,2.50,,,20180304,03201804,205,No,0
Valencia County,000061,04,35,3504000061,NM,2018,03,04,"April, 2018",0,30409,28923,1486,4.90,,,20180304,03201804,206,No,0
Central Region,000005,15,35,3515000005,NM,2018,03,04,"April, 2018",0,432333,414492,17841,4.10,,,20180304,03201804,207,No,0
Southwestern Region,000010,15,35,3515000010,NM,2018,03,04,"April, 2018",0,133499,125611,7888,5.90,,,20180304,03201804,208,No,0
Northern Region,000015,15,35,3515000015,NM,2018,03,04,"April, 2018",0,217993,207605,10388,4.80,,,20180304,03201804,209,No,0
Eastern Region,000020,15,35,3515000020,NM,2018,03,04,"April, 2018",0,158867,153092,5775,3.60,,,20180304,03201804,210,No,0
Albuquerque MSA,010740,21,35,3521010740,NM,2018,03,04,"April, 2018",0,432333,414492,17841,4.10,,,20180304,03201804,211,No,0
Farmington MSA,022140,21,35,3521022140,NM,2018,03,04,"April, 2018",0,52884,50202,2682,5.10,,,20180304,03201804,212,No,0
Las Cruces MSA,029740,21,35,3521029740,NM,2018,03,04,"April, 2018",0,97069,91804,5265,5.40,,,20180304,03201804,213,No,0
Santa Fe MSA,042140,21,35,3521042140,NM,2018,03,04,"April, 2018",0,73731,70981,2750,3.70,,,20180304,03201804,214,No,0
United States,000000,00,00,0000000000,US,2018,03,05,"May, 2018",0,161765000,156009000,5756000,3.60,62.8,60.6,20180305,03201805,215,No,0
New Mexico,000000,01,35,3501000000,NM,2018,03,05,"May, 2018",0,941475,901509,39966,4.20,57.8,55.3,20180305,03201805,216,No,0
Bernalillo County,000001,04,35,3504000001,NM,2018,03,05,"May, 2018",0,328858,316205,12653,3.80,,,20180305,03201805,217,No,0
Catron County,000003,04,35,3504000003,NM,2018,03,05,"May, 2018",0,1115,1063,52,4.70,,,20180305,03201805,218,No,0
Chaves County,000005,04,35,3504000005,NM,2018,03,05,"May, 2018",0,27147,26037,1110,4.10,,,20180305,03201805,219,No,0
Cibola County,000006,04,35,3504000006,NM,2018,03,05,"May, 2018",0,8931,8466,465,5.20,,,20180305,03201805,220,No,0
Colfax County,000007,04,35,3504000007,NM,2018,03,05,"May, 2018",0,5323,5072,251,4.70,,,20180305,03201805,221,No,0
Curry County,000009,04,35,3504000009,NM,2018,03,05,"May, 2018",0,21713,20976,737,3.40,,,20180305,03201805,222,No,0
De Baca County,000011,04,35,3504000011,NM,2018,03,05,"May, 2018",0,747,719,28,3.70,,,20180305,03201805,223,No,0
Doña Ana County,000013,04,35,3504000013,NM,2018,03,05,"May, 2018",0,96770,91892,4878,5.00,,,20180305,03201805,224,No,0
Eddy County,000015,04,35,3504000015,NM,2018,03,05,"May, 2018",0,31275,30395,880,2.80,,,20180305,03201805,225,No,0
Grant County,000017,04,35,3504000017,NM,2018,03,05,"May, 2018",0,12546,12065,481,3.80,,,20180305,03201805,226,No,0
Guadalupe County,000019,04,35,3504000019,NM,2018,03,05,"May, 2018",0,1621,1546,75,4.60,,,20180305,03201805,227,No,0
Harding County,000021,04,35,3504000021,NM,2018,03,05,"May, 2018",0,278,262,16,5.80,,,20180305,03201805,228,No,0
Hidalgo County,000023,04,35,3504000023,NM,2018,03,05,"May, 2018",0,2346,2276,70,3.00,,,20180305,03201805,229,No,0
Lea County,000025,04,35,3504000025,NM,2018,03,05,"May, 2018",0,29722,28673,1049,3.50,,,20180305,03201805,230,No,0
Lincoln County,000027,04,35,3504000027,NM,2018,03,05,"May, 2018",0,8801,8496,305,3.50,,,20180305,03201805,231,No,0
Los Alamos County,000028,04,35,3504000028,NM,2018,03,05,"May, 2018",0,9036,8768,268,3.00,,,20180305,03201805,232,No,0
Luna County,000029,04,35,3504000029,NM,2018,03,05,"May, 2018",0,10157,9053,1104,10.90,,,20180305,03201805,233,No,0
McKinley County,000031,04,35,3504000031,NM,2018,03,05,"May, 2018",0,23766,22365,1401,5.90,,,20180305,03201805,234,No,0
Mora County,000033,04,35,3504000033,NM,2018,03,05,"May, 2018",0,2314,2188,126,5.40,,,20180305,03201805,235,No,0
Otero County,000035,04,35,3504000035,NM,2018,03,05,"May, 2018",0,24635,23620,1015,4.10,,,20180305,03201805,236,No,0
Quay County,000037,04,35,3504000037,NM,2018,03,05,"May, 2018",0,3318,3196,122,3.70,,,20180305,03201805,237,No,0
Rio Arriba County,000039,04,35,3504000039,NM,2018,03,05,"May, 2018",0,16675,15950,725,4.30,,,20180305,03201805,238,No,0
Roosevelt County,000041,04,35,3504000041,NM,2018,03,05,"May, 2018",0,7971,7699,272,3.40,,,20180305,03201805,239,No,0
Sandoval County,000043,04,35,3504000043,NM,2018,03,05,"May, 2018",0,65484,62728,2756,4.20,,,20180305,03201805,240,No,0
San Juan County,000045,04,35,3504000045,NM,2018,03,05,"May, 2018",0,52659,50079,2580,4.90,,,20180305,03201805,241,No,0
San Miguel County,000047,04,35,3504000047,NM,2018,03,05,"May, 2018",0,11100,10535,565,5.10,,,20180305,03201805,242,No,0
Santa Fe County,000049,04,35,3504000049,NM,2018,03,05,"May, 2018",0,74630,71995,2635,3.50,,,20180305,03201805,243,No,0
Sierra County,000051,04,35,3504000051,NM,2018,03,05,"May, 2018",0,3908,3629,279,7.10,,,20180305,03201805,244,No,0
Socorro County,000053,04,35,3504000053,NM,2018,03,05,"May, 2018",0,6432,6162,270,4.20,,,20180305,03201805,245,No,0
Taos County,000055,04,35,3504000055,NM,2018,03,05,"May, 2018",0,14576,13628,948,6.50,,,20180305,03201805,246,No,0
Torrance County,000057,04,35,3504000057,NM,2018,03,05,"May, 2018",0,5535,5166,369,6.70,,,20180305,03201805,247,No,0
Union County,000059,04,35,3504000059,NM,2018,03,05,"May, 2018",0,1801,1753,48,2.70,,,20180305,03201805,248,No,0
Valencia County,000061,04,35,3504000061,NM,2018,03,05,"May, 2018",0,30285,28853,1432,4.70,,,20180305,03201805,249,No,0
Central Region,000005,15,35,3515000005,NM,2018,03,05,"May, 2018",0,430162,412952,17210,4.00,,,20180305,03201805,250,No,0
Southwestern Region,000010,15,35,3515000010,NM,2018,03,05,"May, 2018",0,133274,126140,7134,5.40,,,20180305,03201805,251,No,0
Northern Region,000015,15,35,3515000015,NM,2018,03,05,"May, 2018",0,219010,209046,9964,4.50,,,20180305,03201805,252,No,0
Eastern Region,000020,15,35,3515000020,NM,2018,03,05,"May, 2018",0,159029,153372,5657,3.60,,,20180305,03201805,253,No,0
Albuquerque MSA,010740,21,35,3521010740,NM,2018,03,05,"May, 2018",0,430162,412952,17210,4.00,,,20180305,03201805,254,No,0
Farmington MSA,022140,21,35,3521022140,NM,2018,03,05,"May, 2018",0,52659,50079,2580,4.90,,,20180305,03201805,255,No,0
Las Cruces MSA,029740,21,35,3521029740,NM,2018,03,05,"May, 2018",0,96770,91892,4878,5.00,,,20180305,03201805,256,No,0
Santa Fe MSA,042140,21,35,3521042140,NM,2018,03,05,"May, 2018",0,74630,71995,2635,3.50,,,20180305,03201805,257,No,0
United States,000000,00,00,0000000000,US,2018,03,06,"June, 2018",0,163277000,156465000,6812000,4.20,63.4,60.7,20180306,03201806,258,No,0
New Mexico,000000,01,35,3501000000,NM,2018,03,06,"June, 2018",0,955077,902504,52573,5.50,58.6,55.4,20180306,03201806,259,No,0
Bernalillo County,000001,04,35,3504000001,NM,2018,03,06,"June, 2018",0,333140,316324,16816,5.00,,,20180306,03201806,260,No,0
Catron County,000003,04,35,3504000003,NM,2018,03,06,"June, 2018",0,1155,1084,71,6.10,,,20180306,03201806,261,No,0
Chaves County,000005,04,35,3504000005,NM,2018,03,06,"June, 2018",0,27339,25817,1522,5.60,,,20180306,03201806,262,No,0
Cibola County,000006,04,35,3504000006,NM,2018,03,06,"June, 2018",0,8979,8337,642,7.20,,,20180306,03201806,263,No,0
Colfax County,000007,04,35,3504000007,NM,2018,03,06,"June, 2018",0,6435,6140,295,4.60,,,20180306,03201806,264,No,0
Curry County,000009,04,35,3504000009,NM,2018,03,06,"June, 2018",0,21690,20668,1022,4.70,,,20180306,03201806,265,No,0
De Baca County,000011,04,35,3504000011,NM,2018,03,06,"June, 2018",0,773,734,39,5.00,,,20180306,03201806,266,No,0
Doña Ana County,000013,04,35,3504000013,NM,2018,03,06,"June, 2018",0,96926,90821,6105,6.30,,,20180306,03201806,267,No,0
Eddy County,000015,04,35,3504000015,NM,2018,03,06,"June, 2018",0,31966,30763,1203,3.80,,,20180306,03201806,268,No,0
Grant County,000017,04,35,3504000017,NM,2018,03,06,"June, 2018",0,12343,11689,654,5.30,,,20180306,03201806,269,No,0
Guadalupe County,000019,04,35,3504000019,NM,2018,03,06,"June, 2018",0,1716,1613,103,6.00,,,20180306,03201806,270,No,0
Harding County,000021,04,35,3504000021,NM,2018,03,06,"June, 2018",0,275,257,18,6.50,,,20180306,03201806,271,No,0
Hidalgo County,000023,04,35,3504000023,NM,2018,03,06,"June, 2018",0,2307,2216,91,3.90,,,20180306,03201806,272,No,0
Lea County,000025,04,35,3504000025,NM,2018,03,06,"June, 2018",0,30425,28950,1475,4.80,,,20180306,03201806,273,No,0
Lincoln County,000027,04,35,3504000027,NM,2018,03,06,"June, 2018",0,9131,8691,440,4.80,,,20180306,03201806,274,No,0
Los Alamos County,000028,04,35,3504000028,NM,2018,03,06,"June, 2018",0,9268,8900,368,4.00,,,20180306,03201806,275,No,0
Luna County,000029,04,35,3504000029,NM,2018,03,06,"June, 2018",0,10962,9891,1071,9.80,,,20180306,03201806,276,No,0
McKinley County,000031,04,35,3504000031,NM,2018,03,06,"June, 2018",0,24002,22053,1949,8.10,,,20180306,03201806,277,No,0
Mora County,000033,04,35,3504000033,NM,2018,03,06,"June, 2018",0,2369,2226,143,6.00,,,20180306,03201806,278,No,0
Otero County,000035,04,35,3504000035,NM,2018,03,06,"June, 2018",0,24925,23520,1405,5.60,,,20180306,03201806,279,No,0
Quay County,000037,04,35,3504000037,NM,2018,03,06,"June, 2018",0,3256,3072,184,5.70,,,20180306,03201806,280,No,0
Rio Arriba County,000039,04,35,3504000039,NM,2018,03,06,"June, 2018",0,17124,16169,955,5.60,,,20180306,03201806,281,No,0
Roosevelt County,000041,04,35,3504000041,NM,2018,03,06,"June, 2018",0,7625,7200,425,5.60,,,20180306,03201806,282,No,0
Sandoval County,000043,04,35,3504000043,NM,2018,03,06,"June, 2018",0,66508,62814,3694,5.60,,,20180306,03201806,283,No,0
San Juan County,000045,04,35,3504000045,NM,2018,03,06,"June, 2018",0,53316,49835,3481,6.50,,,20180306,03201806,284,No,0
San Miguel County,000047,04,35,3504000047,NM,2018,03,06,"June, 2018",0,10932,10180,752,6.90,,,20180306,03201806,285,No,0
Santa Fe County,000049,04,35,3504000049,NM,2018,03,06,"June, 2018",0,76023,72592,3431,4.50,,,20180306,03201806,286,No,0
Sierra County,000051,04,35,3504000051,NM,2018,03,06,"June, 2018",0,4236,3951,285,6.70,,,20180306,03201806,287,No,0
Socorro County,000053,04,35,3504000053,NM,2018,03,06,"June, 2018",0,6514,6107,407,6.20,,,20180306,03201806,288,No,0
Taos County,000055,04,35,3504000055,NM,2018,03,06,"June, 2018",0,15093,14039,1054,7.00,,,20180306,03201806,289,No,0
Torrance County,000057,04,35,3504000057,NM,2018,03,06,"June, 2018",0,5630,5169,461,8.20,,,20180306,03201806,290,No,0
Union County,000059,04,35,3504000059,NM,2018,03,06,"June, 2018",0,1851,1781,70,3.80,,,20180306,03201806,291,No,0
Valencia County,000061,04,35,3504000061,NM,2018,03,06,"June, 2018",0,30840,28900,1940,6.30,,,20180306,03201806,292,No,0
Central Region,000005,15,35,3515000005,NM,2018,03,06,"June, 2018",0,436118,413207,22911,5.30,,,20180306,03201806,293,No,0
Southwestern Region,000010,15,35,3515000010,NM,2018,03,06,"June, 2018",0,134443,125759,8684,6.50,,,20180306,03201806,294,No,0
Northern Region,000015,15,35,3515000015,NM,2018,03,06,"June, 2018",0,223541,210471,13070,5.80,,,20180306,03201806,295,No,0
Eastern Region,000020,15,35,3515000020,NM,2018,03,06,"June, 2018",0,160972,153066,7906,4.90,,,20180306,03201806,296,No,0
Albuquerque MSA,010740,21,35,3521010740,NM,2018,03,06,"June, 2018",0,436118,413207,22911,5.30,,,20180306,03201806,297,No,0
Farmington MSA,022140,21,35,3521022140,NM,2018,03,06,"June, 2018",0,53316,49835,3481,6.50,,,20180306,03201806,298,No,0
Las Cruces MSA,029740,21,35,3521029740,NM,2018,03,06,"June, 2018",0,96926,90821,6105,6.30,,,20180306,03201806,299,No,0
Santa Fe MSA,042140,21,35,3521042140,NM,2018,03,06,"June, 2018",0,76023,72592,3431,4.50,,,20180306,03201806,300,No,0
United States,000000,00,00,0000000000,US,2018,03,07,"July, 2018",0,163734000,157004000,6730000,4.10,63.5,60.9,20180307,03201807,301,No,0
New Mexico,000000,01,35,3501000000,NM,2018,03,07,"July, 2018",0,951951,899913,52038,5.50,58.4,55.2,20180307,03201807,302,No,0
Bernalillo County,000001,04,35,3504000001,NM,2018,03,07,"July, 2018",0,332372,315655,16717,5.00,,,20180307,03201807,303,No,0
Catron County,000003,04,35,3504000003,NM,2018,03,07,"July, 2018",0,1171,1098,73,6.20,,,20180307,03201807,304,No,0
Chaves County,000005,04,35,3504000005,NM,2018,03,07,"July, 2018",0,27373,25796,1577,5.80,,,20180307,03201807,305,No,0
Cibola County,000006,04,35,3504000006,NM,2018,03,07,"July, 2018",0,9033,8392,641,7.10,,,20180307,03201807,306,No,0
Colfax County,000007,04,35,3504000007,NM,2018,03,07,"July, 2018",0,6373,6087,286,4.50,,,20180307,03201807,307,No,0
Curry County,000009,04,35,3504000009,NM,2018,03,07,"July, 2018",0,21694,20669,1025,4.70,,,20180307,03201807,308,No,0
De Baca County,000011,04,35,3504000011,NM,2018,03,07,"July, 2018",0,777,739,38,4.90,,,20180307,03201807,309,No,0
Doña Ana County,000013,04,35,3504000013,NM,2018,03,07,"July, 2018",0,96178,90280,5898,6.10,,,20180307,03201807,310,No,0
Eddy County,000015,04,35,3504000015,NM,2018,03,07,"July, 2018",0,32039,30796,1243,3.90,,,20180307,03201807,311,No,0
Grant County,000017,04,35,3504000017,NM,2018,03,07,"July, 2018",0,12173,11520,653,5.40,,,20180307,03201807,312,No,0
Guadalupe County,000019,04,35,3504000019,NM,2018,03,07,"July, 2018",0,1690,1585,105,6.20,,,20180307,03201807,313,No,0
Harding County,000021,04,35,3504000021,NM,2018,03,07,"July, 2018",0,286,270,16,5.60,,,20180307,03201807,314,No,0
Hidalgo County,000023,04,35,3504000023,NM,2018,03,07,"July, 2018",0,2242,2156,86,3.80,,,20180307,03201807,315,No,0
Lea County,000025,04,35,3504000025,NM,2018,03,07,"July, 2018",0,30686,29217,1469,4.80,,,20180307,03201807,316,No,0
Lincoln County,000027,04,35,3504000027,NM,2018,03,07,"July, 2018",0,9266,8826,440,4.70,,,20180307,03201807,317,No,0
Los Alamos County,000028,04,35,3504000028,NM,2018,03,07,"July, 2018",0,9482,9115,367,3.90,,,20180307,03201807,318,No,0
Luna County,000029,04,35,3504000029,NM,2018,03,07,"July, 2018",0,10601,9666,935,8.80,,,20180307,03201807,319,No,0
McKinley County,000031,04,35,3504000031,NM,2018,03,07,"July, 2018",0,23592,21659,1933,8.20,,,20180307,03201807,320,No,0
Mora County,000033,04,35,3504000033,NM,2018,03,07,"July, 2018",0,2332,2196,136,5.80,,,20180307,03201807,321,No,0
Otero County,000035,04,35,3504000035,NM,2018,03,07,"July, 2018",0,24874,23482,1392,5.60,,,20180307,03201807,322,No,0
Quay County,000037,04,35,3504000037,NM,2018,03,07,"July, 2018",0,3249,3067,182,5.60,,,20180307,03201807,323,No,0
Rio Arriba County,000039,04,35,3504000039,NM,2018,03,07,"July, 2018",0,17232,16280,952,5.50,,,20180307,03201807,324,No,0
Roosevelt County,000041,04,35,3504000041,NM,2018,03,07,"July, 2018",0,7613,7175,438,5.80,,,20180307,03201807,325,No,0
Sandoval County,000043,04,35,3504000043,NM,2018,03,07,"July, 2018",0,66364,62641,3723,5.60,,,20180307,03201807,326,No,0
San Juan County,000045,04,35,3504000045,NM,2018,03,07,"July, 2018",0,51636,48218,3418,6.60,,,20180307,03201807,327,No,0
San Miguel County,000047,04,35,3504000047,NM,2018,03,07,"July, 2018",0,10839,10103,736,6.80,,,20180307,03201807,328,No,0
Santa Fe County,000049,04,35,3504000049,NM,2018,03,07,"July, 2018",0,76403,72969,3434,4.50,,,20180307,03201807,329,No,0
Sierra County,000051,04,35,3504000051,NM,2018,03,07,"July, 2018",0,4414,4140,274,6.20,,,20180307,03201807,330,No,0
Socorro County,000053,04,35,3504000053,NM,2018,03,07,"July, 2018",0,6472,6072,400,6.20,,,20180307,03201807,331,No,0
Taos County,000055,04,35,3504000055,NM,2018,03,07,"July, 2018",0,15232,14218,1014,6.70,,,20180307,03201807,332,No,0
Torrance County,000057,04,35,3504000057,NM,2018,03,07,"July, 2018",0,5629,5191,438,7.80,,,20180307,03201807,333,No,0
Union County,000059,04,35,3504000059,NM,2018,03,07,"July, 2018",0,1815,1743,72,4.00,,,20180307,03201807,334,No,0
Valencia County,000061,04,35,3504000061,NM,2018,03,07,"July, 2018",0,30820,28893,1927,6.30,,,20180307,03201807,335,No,0
Central Region,000005,15,35,3515000005,NM,2018,03,07,"July, 2018",0,435185,412380,22805,5.20,,,20180307,03201807,336,No,0
Southwestern Region,000010,15,35,3515000010,NM,2018,03,07,"July, 2018",0,133251,124932,8319,6.20,,,20180307,03201807,337,No,0
Northern Region,000015,15,35,3515000015,NM,2018,03,07,"July, 2018",0,222154,209237,12917,5.80,,,20180307,03201807,338,No,0
Eastern Region,000020,15,35,3515000020,NM,2018,03,07,"July, 2018",0,161362,153365,7997,5.00,,,20180307,03201807,339,No,0
Albuquerque MSA,010740,21,35,3521010740,NM,2018,03,07,"July, 2018",0,435185,412380,22805,5.20,,,20180307,03201807,340,No,0
Farmington MSA,022140,21,35,3521022140,NM,2018,03,07,"July, 2018",0,51636,48218,3418,6.60,,,20180307,03201807,341,No,0
Las Cruces MSA,029740,21,35,3521029740,NM,2018,03,07,"July, 2018",0,96178,90280,5898,6.10,,,20180307,03201807,342,No,0
Santa Fe MSA,042140,21,35,3521042140,NM,2018,03,07,"July, 2018",0,76403,72969,3434,4.50,,,20180307,03201807,343,No,0
United States,000000,00,00,0000000000,US,2018,03,08,"August, 2018",0,161909000,155539000,6370000,3.90,62.7,60.3,20180308,03201808,344,No,0
New Mexico,000000,01,35,3501000000,NM,2018,03,08,"August, 2018",0,944497,896816,47681,5.00,57.9,55.0,20180308,03201808,345,No,0
Bernalillo County,000001,04,35,3504000001,NM,2018,03,08,"August, 2018",0,329102,313394,15708,4.80,,,20180308,03201808,346,No,0
Catron County,000003,04,35,3504000003,NM,2018,03,08,"August, 2018",0,1164,1094,70,6.00,,,20180308,03201808,347,No,0
Chaves County,000005,04,35,3504000005,NM,2018,03,08,"August, 2018",0,27106,25754,1352,5.00,,,20180308,03201808,348,No,0
Cibola County,000006,04,35,3504000006,NM,2018,03,08,"August, 2018",0,9035,8450,585,6.50,,,20180308,03201808,349,No,0
Colfax County,000007,04,35,3504000007,NM,2018,03,08,"August, 2018",0,5887,5614,273,4.60,,,20180308,03201808,350,No,0
Curry County,000009,04,35,3504000009,NM,2018,03,08,"August, 2018",0,21446,20510,936,4.40,,,20180308,03201808,351,No,0
De Baca County,000011,04,35,3504000011,NM,2018,03,08,"August, 2018",0,768,730,38,4.90,,,20180308,03201808,352,No,0
Doña Ana County,000013,04,35,3504000013,NM,2018,03,08,"August, 2018",0,97126,91877,5249,5.40,,,20180308,03201808,353,No,0
Eddy County,000015,04,35,3504000015,NM,2018,03,08,"August, 2018",0,31718,30623,1095,3.50,,,20180308,03201808,354,No,0
Grant County,000017,04,35,3504000017,NM,2018,03,08,"August, 2018",0,12004,11405,599,5.00,,,20180308,03201808,355,No,0
Guadalupe County,000019,04,35,3504000019,NM,2018,03,08,"August, 2018",0,1669,1569,100,6.00,,,20180308,03201808,356,No,0
Harding County,000021,04,35,3504000021,NM,2018,03,08,"August, 2018",0,287,272,15,5.20,,,20180308,03201808,357,No,0
Hidalgo County,000023,04,35,3504000023,NM,2018,03,08,"August, 2018",0,2239,2159,80,3.60,,,20180308,03201808,358,No,0
Lea County,000025,04,35,3504000025,NM,2018,03,08,"August, 2018",0,30305,29007,1298,4.30,,,20180308,03201808,359,No,0
Lincoln County,000027,04,35,3504000027,NM,2018,03,08,"August, 2018",0,9160,8770,390,4.30,,,20180308,03201808,360,No,0
Los Alamos County,000028,04,35,3504000028,NM,2018,03,08,"August, 2018",0,9386,9061,325,3.50,,,20180308,03201808,361,No,0
Luna County,000029,04,35,3504000029,NM,2018,03,08,"August, 2018",0,10366,9507,859,8.30,,,20180308,03201808,362,No,0
McKinley County,000031,04,35,3504000031,NM,2018,03,08,"August, 2018",0,23871,22098,1773,7.40,,,20180308,03201808,363,No,0
Mora County,000033,04,35,3504000033,NM,2018,03,08,"August, 2018",0,2343,2213,130,5.50,,,20180308,03201808,364,No,0
Otero County,000035,04,35,3504000035,NM,2018,03,08,"August, 2018",0,24642,23363,1279,5.20,,,20180308,03201808,365,No,0
Quay County,000037,04,35,3504000037,NM,2018,03,08,"August, 2018",0,3189,3019,170,5.30,,,20180308,03201808,366,No,0
Rio Arriba County,000039,04,35,3504000039,NM,2018,03,08,"August, 2018",0,17000,16132,868,5.10,,,20180308,03201808,367,No,0
Roosevelt County,000041,04,35,3504000041,NM,2018,03,08,"August, 2018",0,7763,7397,366,4.70,,,20180308,03201808,368,No,0
Sandoval County,000043,04,35,3504000043,NM,2018,03,08,"August, 2018",0,65531,62161,3370,5.10,,,20180308,03201808,369,No,0
San Juan County,000045,04,35,3504000045,NM,2018,03,08,"August, 2018",0,51113,48012,3101,6.10,,,20180308,03201808,370,No,0
San Miguel County,000047,04,35,3504000047,NM,2018,03,08,"August, 2018",0,10833,10172,661,6.10,,,20180308,03201808,371,No,0
Santa Fe County,000049,04,35,3504000049,NM,2018,03,08,"August, 2018",0,75656,72443,3213,4.20,,,20180308,03201808,372,No,0
Sierra County,000051,04,35,3504000051,NM,2018,03,08,"August, 2018",0,4340,4081,259,6.00,,,20180308,03201808,373,No,0
Socorro County,000053,04,35,3504000053,NM,2018,03,08,"August, 2018",0,6446,6085,361,5.60,,,20180308,03201808,374,No,0
