Areaname,Area,Areatype,Stfips,Maparea,Stateabbrv,Periodyear,Periodtype,Period,Timeperiod,Adjusted,Laborforce,Emplab,Unemp,Unemprate,Clfprate,Emppopratio,Fullperiod,Sortperiod,Rank,Preliminary,prelim
Taos County,000055,04,35,3504000055,NM,2018,03,08,"August, 2018",0,15131,14185,946,6.30,,,20180308,03201808,375,No,0
Torrance County,000057,04,35,3504000057,NM,2018,03,08,"August, 2018",0,5629,5215,414,7.40,,,20180308,03201808,376,No,0
Union County,000059,04,35,3504000059,NM,2018,03,08,"August, 2018",0,1784,1714,70,3.90,,,20180308,03201808,377,No,0
Valencia County,000061,04,35,3504000061,NM,2018,03,08,"August, 2018",0,30455,28730,1725,5.70,,,20180308,03201808,378,No,0
Central Region,000005,15,35,3515000005,NM,2018,03,08,"August, 2018",0,430717,409500,21217,4.90,,,20180308,03201808,379,No,0
Southwestern Region,000010,15,35,3515000010,NM,2018,03,08,"August, 2018",0,133685,126208,7477,5.60,,,20180308,03201808,380,No,0
Northern Region,000015,15,35,3515000015,NM,2018,03,08,"August, 2018",0,220255,208380,11875,5.40,,,20180308,03201808,381,No,0
Eastern Region,000020,15,35,3515000020,NM,2018,03,08,"August, 2018",0,159837,152728,7109,4.40,,,20180308,03201808,382,No,0
Albuquerque MSA,010740,21,35,3521010740,NM,2018,03,08,"August, 2018",0,430717,409500,21217,4.90,,,20180308,03201808,383,No,0
Farmington MSA,022140,21,35,3521022140,NM,2018,03,08,"August, 2018",0,51113,48012,3101,6.10,,,20180308,03201808,384,No,0
Las Cruces MSA,029740,21,35,3521029740,NM,2018,03,08,"August, 2018",0,97126,91877,5249,5.40,,,20180308,03201808,385,No,0
Santa Fe MSA,042140,21,35,3521042140,NM,2018,03,08,"August, 2018",0,75656,72443,3213,4.20,,,20180308,03201808,386,No,0
United States,000000,00,00,0000000000,US,2018,03,09,"September, 2018",0,161958000,156191000,5766000,3.60,62.7,60.5,20180309,03201809,387,No,0
New Mexico,000000,01,35,3501000000,NM,2018,03,09,"September, 2018",0,945803,900938,44865,4.70,57.9,55.2,20180309,03201809,388,No,0
Bernalillo County,000001,04,35,3504000001,NM,2018,03,09,"September, 2018",0,330544,315778,14766,4.50,,,20180309,03201809,389,No,0
Catron County,000003,04,35,3504000003,NM,2018,03,09,"September, 2018",0,1140,1074,66,5.80,,,20180309,03201809,390,No,0
Chaves County,000005,04,35,3504000005,NM,2018,03,09,"September, 2018",0,27264,25986,1278,4.70,,,20180309,03201809,391,No,0
Cibola County,000006,04,35,3504000006,NM,2018,03,09,"September, 2018",0,8938,8412,526,5.90,,,20180309,03201809,392,No,0
Colfax County,000007,04,35,3504000007,NM,2018,03,09,"September, 2018",0,5288,5032,256,4.80,,,20180309,03201809,393,No,0
Curry County,000009,04,35,3504000009,NM,2018,03,09,"September, 2018",0,21605,20732,873,4.00,,,20180309,03201809,394,No,0
De Baca County,000011,04,35,3504000011,NM,2018,03,09,"September, 2018",0,755,720,35,4.60,,,20180309,03201809,395,No,0
Doña Ana County,000013,04,35,3504000013,NM,2018,03,09,"September, 2018",0,97178,92134,5044,5.20,,,20180309,03201809,396,No,0
Eddy County,000015,04,35,3504000015,NM,2018,03,09,"September, 2018",0,31969,30936,1033,3.20,,,20180309,03201809,397,No,0
Grant County,000017,04,35,3504000017,NM,2018,03,09,"September, 2018",0,12138,11566,572,4.70,,,20180309,03201809,398,No,0
Guadalupe County,000019,04,35,3504000019,NM,2018,03,09,"September, 2018",0,1640,1549,91,5.50,,,20180309,03201809,399,No,0
Harding County,000021,04,35,3504000021,NM,2018,03,09,"September, 2018",0,283,270,13,4.60,,,20180309,03201809,400,No,0
Hidalgo County,000023,04,35,3504000023,NM,2018,03,09,"September, 2018",0,2288,2211,77,3.40,,,20180309,03201809,401,No,0
Lea County,000025,04,35,3504000025,NM,2018,03,09,"September, 2018",0,30514,29290,1224,4.00,,,20180309,03201809,402,No,0
Lincoln County,000027,04,35,3504000027,NM,2018,03,09,"September, 2018",0,8806,8424,382,4.30,,,20180309,03201809,403,No,0
Los Alamos County,000028,04,35,3504000028,NM,2018,03,09,"September, 2018",0,9385,9078,307,3.30,,,20180309,03201809,404,No,0
Luna County,000029,04,35,3504000029,NM,2018,03,09,"September, 2018",0,10226,9411,815,8.00,,,20180309,03201809,405,No,0
McKinley County,000031,04,35,3504000031,NM,2018,03,09,"September, 2018",0,23808,22156,1652,6.90,,,20180309,03201809,406,No,0
Mora County,000033,04,35,3504000033,NM,2018,03,09,"September, 2018",0,2328,2210,118,5.10,,,20180309,03201809,407,No,0
Otero County,000035,04,35,3504000035,NM,2018,03,09,"September, 2018",0,24704,23501,1203,4.90,,,20180309,03201809,408,No,0
Quay County,000037,04,35,3504000037,NM,2018,03,09,"September, 2018",0,3219,3060,159,4.90,,,20180309,03201809,409,No,0
Rio Arriba County,000039,04,35,3504000039,NM,2018,03,09,"September, 2018",0,16939,16122,817,4.80,,,20180309,03201809,410,No,0
Roosevelt County,000041,04,35,3504000041,NM,2018,03,09,"September, 2018",0,7771,7431,340,4.40,,,20180309,03201809,411,No,0
Sandoval County,000043,04,35,3504000043,NM,2018,03,09,"September, 2018",0,65840,62644,3196,4.90,,,20180309,03201809,412,No,0
San Juan County,000045,04,35,3504000045,NM,2018,03,09,"September, 2018",0,52323,49453,2870,5.50,,,20180309,03201809,413,No,0
San Miguel County,000047,04,35,3504000047,NM,2018,03,09,"September, 2018",0,11027,10422,605,5.50,,,20180309,03201809,414,No,0
Santa Fe County,000049,04,35,3504000049,NM,2018,03,09,"September, 2018",0,74463,71467,2996,4.00,,,20180309,03201809,415,No,0
Sierra County,000051,04,35,3504000051,NM,2018,03,09,"September, 2018",0,4273,4027,246,5.80,,,20180309,03201809,416,No,0
Socorro County,000053,04,35,3504000053,NM,2018,03,09,"September, 2018",0,6443,6127,316,4.90,,,20180309,03201809,417,No,0
Taos County,000055,04,35,3504000055,NM,2018,03,09,"September, 2018",0,14853,13940,913,6.10,,,20180309,03201809,418,No,0
Torrance County,000057,04,35,3504000057,NM,2018,03,09,"September, 2018",0,5609,5218,391,7.00,,,20180309,03201809,419,No,0
Union County,000059,04,35,3504000059,NM,2018,03,09,"September, 2018",0,1777,1714,63,3.50,,,20180309,03201809,420,No,0
Valencia County,000061,04,35,3504000061,NM,2018,03,09,"September, 2018",0,30464,28844,1620,5.30,,,20180309,03201809,421,No,0
Central Region,000005,15,35,3515000005,NM,2018,03,09,"September, 2018",0,432457,412484,19973,4.60,,,20180309,03201809,422,No,0
Southwestern Region,000010,15,35,3515000010,NM,2018,03,09,"September, 2018",0,133686,126550,7136,5.30,,,20180309,03201809,423,No,0
Northern Region,000015,15,35,3515000015,NM,2018,03,09,"September, 2018",0,219352,208292,11060,5.00,,,20180309,03201809,424,No,0
Eastern Region,000020,15,35,3515000020,NM,2018,03,09,"September, 2018",0,160307,153613,6694,4.20,,,20180309,03201809,425,No,0
Albuquerque MSA,010740,21,35,3521010740,NM,2018,03,09,"September, 2018",0,432457,412484,19973,4.60,,,20180309,03201809,426,No,0
Farmington MSA,022140,21,35,3521022140,NM,2018,03,09,"September, 2018",0,52323,49453,2870,5.50,,,20180309,03201809,427,No,0
Las Cruces MSA,029740,21,35,3521029740,NM,2018,03,09,"September, 2018",0,97178,92134,5044,5.20,,,20180309,03201809,428,No,0
Santa Fe MSA,042140,21,35,3521042140,NM,2018,03,09,"September, 2018",0,74463,71467,2996,4.00,,,20180309,03201809,429,No,0
United States,000000,00,00,0000000000,US,2018,03,10,"October, 2018",0,162723000,156952000,5771000,3.50,62.9,60.7,20180310,03201810,430,No,0
New Mexico,000000,01,35,3501000000,NM,2018,03,10,"October, 2018",0,952386,906321,46065,4.80,58.3,55.5,20180310,03201810,431,No,0
Bernalillo County,000001,04,35,3504000001,NM,2018,03,10,"October, 2018",0,332824,317681,15143,4.50,,,20180310,03201810,432,No,0
Catron County,000003,04,35,3504000003,NM,2018,03,10,"October, 2018",0,1112,1038,74,6.70,,,20180310,03201810,433,No,0
Chaves County,000005,04,35,3504000005,NM,2018,03,10,"October, 2018",0,27376,26056,1320,4.80,,,20180310,03201810,434,No,0
Cibola County,000006,04,35,3504000006,NM,2018,03,10,"October, 2018",0,9031,8471,560,6.20,,,20180310,03201810,435,No,0
Colfax County,000007,04,35,3504000007,NM,2018,03,10,"October, 2018",0,5337,5070,267,5.00,,,20180310,03201810,436,No,0
Curry County,000009,04,35,3504000009,NM,2018,03,10,"October, 2018",0,21714,20820,894,4.10,,,20180310,03201810,437,No,0
De Baca County,000011,04,35,3504000011,NM,2018,03,10,"October, 2018",0,758,724,34,4.50,,,20180310,03201810,438,No,0
Doña Ana County,000013,04,35,3504000013,NM,2018,03,10,"October, 2018",0,98450,93282,5168,5.20,,,20180310,03201810,439,No,0
Eddy County,000015,04,35,3504000015,NM,2018,03,10,"October, 2018",0,32524,31457,1067,3.30,,,20180310,03201810,440,No,0
Grant County,000017,04,35,3504000017,NM,2018,03,10,"October, 2018",0,12585,11971,614,4.90,,,20180310,03201810,441,No,0
Guadalupe County,000019,04,35,3504000019,NM,2018,03,10,"October, 2018",0,1589,1500,89,5.60,,,20180310,03201810,442,No,0
Harding County,000021,04,35,3504000021,NM,2018,03,10,"October, 2018",0,284,269,15,5.30,,,20180310,03201810,443,No,0
Hidalgo County,000023,04,35,3504000023,NM,2018,03,10,"October, 2018",0,2280,2196,84,3.70,,,20180310,03201810,444,No,0
Lea County,000025,04,35,3504000025,NM,2018,03,10,"October, 2018",0,31030,29795,1235,4.00,,,20180310,03201810,445,No,0
Lincoln County,000027,04,35,3504000027,NM,2018,03,10,"October, 2018",0,8725,8308,417,4.80,,,20180310,03201810,446,No,0
Los Alamos County,000028,04,35,3504000028,NM,2018,03,10,"October, 2018",0,9052,8732,320,3.50,,,20180310,03201810,447,No,0
Luna County,000029,04,35,3504000029,NM,2018,03,10,"October, 2018",0,10025,9195,830,8.30,,,20180310,03201810,448,No,0
McKinley County,000031,04,35,3504000031,NM,2018,03,10,"October, 2018",0,23887,22202,1685,7.10,,,20180310,03201810,449,No,0
Mora County,000033,04,35,3504000033,NM,2018,03,10,"October, 2018",0,2284,2162,122,5.30,,,20180310,03201810,450,No,0
Otero County,000035,04,35,3504000035,NM,2018,03,10,"October, 2018",0,24809,23565,1244,5.00,,,20180310,03201810,451,No,0
Quay County,000037,04,35,3504000037,NM,2018,03,10,"October, 2018",0,3248,3085,163,5.00,,,20180310,03201810,452,No,0
Rio Arriba County,000039,04,35,3504000039,NM,2018,03,10,"October, 2018",0,16605,15764,841,5.10,,,20180310,03201810,453,No,0
Roosevelt County,000041,04,35,3504000041,NM,2018,03,10,"October, 2018",0,7910,7564,346,4.40,,,20180310,03201810,454,No,0
Sandoval County,000043,04,35,3504000043,NM,2018,03,10,"October, 2018",0,66238,63006,3232,4.90,,,20180310,03201810,455,No,0
San Juan County,000045,04,35,3504000045,NM,2018,03,10,"October, 2018",0,52840,49916,2924,5.50,,,20180310,03201810,456,No,0
San Miguel County,000047,04,35,3504000047,NM,2018,03,10,"October, 2018",0,11104,10484,620,5.60,,,20180310,03201810,457,No,0
Santa Fe County,000049,04,35,3504000049,NM,2018,03,10,"October, 2018",0,74680,71569,3111,4.20,,,20180310,03201810,458,No,0
Sierra County,000051,04,35,3504000051,NM,2018,03,10,"October, 2018",0,4374,4115,259,5.90,,,20180310,03201810,459,No,0
Socorro County,000053,04,35,3504000053,NM,2018,03,10,"October, 2018",0,6500,6164,336,5.20,,,20180310,03201810,460,No,0
Taos County,000055,04,35,3504000055,NM,2018,03,10,"October, 2018",0,14828,13901,927,6.30,,,20180310,03201810,461,No,0
Torrance County,000057,04,35,3504000057,NM,2018,03,10,"October, 2018",0,5989,5571,418,7.00,,,20180310,03201810,462,No,0
Union County,000059,04,35,3504000059,NM,2018,03,10,"October, 2018",0,1755,1693,62,3.50,,,20180310,03201810,463,No,0
Valencia County,000061,04,35,3504000061,NM,2018,03,10,"October, 2018",0,30641,28996,1645,5.40,,,20180310,03201810,464,No,0
Central Region,000005,15,35,3515000005,NM,2018,03,10,"October, 2018",0,435692,415254,20438,4.70,,,20180310,03201810,465,No,0
Southwestern Region,000010,15,35,3515000010,NM,2018,03,10,"October, 2018",0,135326,127961,7365,5.40,,,20180310,03201810,466,No,0
Northern Region,000015,15,35,3515000015,NM,2018,03,10,"October, 2018",0,219648,208271,11377,5.20,,,20180310,03201810,467,No,0
Eastern Region,000020,15,35,3515000020,NM,2018,03,10,"October, 2018",0,161722,154836,6886,4.30,,,20180310,03201810,468,No,0
Albuquerque MSA,010740,21,35,3521010740,NM,2018,03,10,"October, 2018",0,435692,415254,20438,4.70,,,20180310,03201810,469,No,0
Farmington MSA,022140,21,35,3521022140,NM,2018,03,10,"October, 2018",0,52840,49916,2924,5.50,,,20180310,03201810,470,No,0
Las Cruces MSA,029740,21,35,3521029740,NM,2018,03,10,"October, 2018",0,98450,93282,5168,5.20,,,20180310,03201810,471,No,0
Santa Fe MSA,042140,21,35,3521042140,NM,2018,03,10,"October, 2018",0,74680,71569,3111,4.20,,,20180310,03201810,472,No,0
United States,000000,00,00,0000000000,US,2018,03,11,"November, 2018",0,162665000,157015000,5650000,3.50,62.9,60.7,20180311,03201811,473,No,0
New Mexico,000000,01,35,3501000000,NM,2018,03,11,"November, 2018",0,956442,911213,45229,4.70,58.5,55.7,20180311,03201811,474,No,0
Bernalillo County,000001,04,35,3504000001,NM,2018,03,11,"November, 2018",0,335177,320615,14562,4.30,,,20180311,03201811,475,No,0
Catron County,000003,04,35,3504000003,NM,2018,03,11,"November, 2018",0,1112,1037,75,6.70,,,20180311,03201811,476,No,0
Chaves County,000005,04,35,3504000005,NM,2018,03,11,"November, 2018",0,27497,26228,1269,4.60,,,20180311,03201811,477,No,0
Cibola County,000006,04,35,3504000006,NM,2018,03,11,"November, 2018",0,9039,8488,551,6.10,,,20180311,03201811,478,No,0
Colfax County,000007,04,35,3504000007,NM,2018,03,11,"November, 2018",0,5182,4907,275,5.30,,,20180311,03201811,479,No,0
Curry County,000009,04,35,3504000009,NM,2018,03,11,"November, 2018",0,21854,20999,855,3.90,,,20180311,03201811,480,No,0
De Baca County,000011,04,35,3504000011,NM,2018,03,11,"November, 2018",0,760,726,34,4.50,,,20180311,03201811,481,No,0
Doña Ana County,000013,04,35,3504000013,NM,2018,03,11,"November, 2018",0,98360,93137,5223,5.30,,,20180311,03201811,482,No,0
Eddy County,000015,04,35,3504000015,NM,2018,03,11,"November, 2018",0,32845,31798,1047,3.20,,,20180311,03201811,483,No,0
Grant County,000017,04,35,3504000017,NM,2018,03,11,"November, 2018",0,12592,11980,612,4.90,,,20180311,03201811,484,No,0
Guadalupe County,000019,04,35,3504000019,NM,2018,03,11,"November, 2018",0,1601,1515,86,5.40,,,20180311,03201811,485,No,0
Harding County,000021,04,35,3504000021,NM,2018,03,11,"November, 2018",0,287,273,14,4.90,,,20180311,03201811,486,No,0
Hidalgo County,000023,04,35,3504000023,NM,2018,03,11,"November, 2018",0,2181,2101,80,3.70,,,20180311,03201811,487,No,0
Lea County,000025,04,35,3504000025,NM,2018,03,11,"November, 2018",0,31158,29982,1176,3.80,,,20180311,03201811,488,No,0
Lincoln County,000027,04,35,3504000027,NM,2018,03,11,"November, 2018",0,8710,8286,424,4.90,,,20180311,03201811,489,No,0
Los Alamos County,000028,04,35,3504000028,NM,2018,03,11,"November, 2018",0,9131,8825,306,3.40,,,20180311,03201811,490,No,0
Luna County,000029,04,35,3504000029,NM,2018,03,11,"November, 2018",0,9747,8589,1158,11.90,,,20180311,03201811,491,No,0
McKinley County,000031,04,35,3504000031,NM,2018,03,11,"November, 2018",0,24179,22527,1652,6.80,,,20180311,03201811,492,No,0
Mora County,000033,04,35,3504000033,NM,2018,03,11,"November, 2018",0,2272,2142,130,5.70,,,20180311,03201811,493,No,0
Otero County,000035,04,35,3504000035,NM,2018,03,11,"November, 2018",0,24963,23772,1191,4.80,,,20180311,03201811,494,No,0
Quay County,000037,04,35,3504000037,NM,2018,03,11,"November, 2018",0,3240,3076,164,5.10,,,20180311,03201811,495,No,0
Rio Arriba County,000039,04,35,3504000039,NM,2018,03,11,"November, 2018",0,16617,15784,833,5.00,,,20180311,03201811,496,No,0
Roosevelt County,000041,04,35,3504000041,NM,2018,03,11,"November, 2018",0,7933,7595,338,4.30,,,20180311,03201811,497,No,0
Sandoval County,000043,04,35,3504000043,NM,2018,03,11,"November, 2018",0,66734,63620,3114,4.70,,,20180311,03201811,498,No,0
San Juan County,000045,04,35,3504000045,NM,2018,03,11,"November, 2018",0,52600,49735,2865,5.40,,,20180311,03201811,499,No,0
San Miguel County,000047,04,35,3504000047,NM,2018,03,11,"November, 2018",0,11112,10502,610,5.50,,,20180311,03201811,500,No,0
Santa Fe County,000049,04,35,3504000049,NM,2018,03,11,"November, 2018",0,75280,72258,3022,4.00,,,20180311,03201811,501,No,0
Sierra County,000051,04,35,3504000051,NM,2018,03,11,"November, 2018",0,4256,3989,267,6.30,,,20180311,03201811,502,No,0
Socorro County,000053,04,35,3504000053,NM,2018,03,11,"November, 2018",0,6533,6195,338,5.20,,,20180311,03201811,503,No,0
Taos County,000055,04,35,3504000055,NM,2018,03,11,"November, 2018",0,15287,14342,945,6.20,,,20180311,03201811,504,No,0
Torrance County,000057,04,35,3504000057,NM,2018,03,11,"November, 2018",0,5689,5291,398,7.00,,,20180311,03201811,505,No,0
Union County,000059,04,35,3504000059,NM,2018,03,11,"November, 2018",0,1739,1681,58,3.30,,,20180311,03201811,506,No,0
Valencia County,000061,04,35,3504000061,NM,2018,03,11,"November, 2018",0,30775,29217,1558,5.10,,,20180311,03201811,507,No,0
Central Region,000005,15,35,3515000005,NM,2018,03,11,"November, 2018",0,438375,418743,19632,4.50,,,20180311,03201811,508,No,0
Southwestern Region,000010,15,35,3515000010,NM,2018,03,11,"November, 2018",0,134781,127028,7753,5.80,,,20180311,03201811,509,No,0
Northern Region,000015,15,35,3515000015,NM,2018,03,11,"November, 2018",0,220699,209510,11189,5.10,,,20180311,03201811,510,No,0
Eastern Region,000020,15,35,3515000020,NM,2018,03,11,"November, 2018",0,162587,155931,6656,4.10,,,20180311,03201811,511,No,0
Albuquerque MSA,010740,21,35,3521010740,NM,2018,03,11,"November, 2018",0,438375,418743,19632,4.50,,,20180311,03201811,512,No,0
Farmington MSA,022140,21,35,3521022140,NM,2018,03,11,"November, 2018",0,52600,49735,2865,5.40,,,20180311,03201811,513,No,0
Las Cruces MSA,029740,21,35,3521029740,NM,2018,03,11,"November, 2018",0,98360,93137,5223,5.30,,,20180311,03201811,514,No,0
Santa Fe MSA,042140,21,35,3521042140,NM,2018,03,11,"November, 2018",0,75280,72258,3022,4.00,,,20180311,03201811,515,No,0
United States,000000,00,00,0000000000,US,2018,03,12,"December, 2018",0,162510000,156481000,6029000,3.70,62.8,60.4,20180312,03201812,516,No,0
New Mexico,000000,01,35,3501000000,NM,2018,03,12,"December, 2018",0,958655,911347,47308,4.90,58.6,55.7,20180312,03201812,517,No,0
Bernalillo County,000001,04,35,3504000001,NM,2018,03,12,"December, 2018",0,335556,320596,14960,4.50,,,20180312,03201812,518,No,0
Catron County,000003,04,35,3504000003,NM,2018,03,12,"December, 2018",0,1088,1007,81,7.40,,,20180312,03201812,519,No,0
Chaves County,000005,04,35,3504000005,NM,2018,03,12,"December, 2018",0,27441,26160,1281,4.70,,,20180312,03201812,520,No,0
Cibola County,000006,04,35,3504000006,NM,2018,03,12,"December, 2018",0,9106,8520,586,6.40,,,20180312,03201812,521,No,0
Colfax County,000007,04,35,3504000007,NM,2018,03,12,"December, 2018",0,5343,5075,268,5.00,,,20180312,03201812,522,No,0
Curry County,000009,04,35,3504000009,NM,2018,03,12,"December, 2018",0,21926,21053,873,4.00,,,20180312,03201812,523,No,0
De Baca County,000011,04,35,3504000011,NM,2018,03,12,"December, 2018",0,762,727,35,4.60,,,20180312,03201812,524,No,0
Doña Ana County,000013,04,35,3504000013,NM,2018,03,12,"December, 2018",0,98643,93024,5619,5.70,,,20180312,03201812,525,No,0
Eddy County,000015,04,35,3504000015,NM,2018,03,12,"December, 2018",0,33230,32173,1057,3.20,,,20180312,03201812,526,No,0
Grant County,000017,04,35,3504000017,NM,2018,03,12,"December, 2018",0,12738,12104,634,5.00,,,20180312,03201812,527,No,0
Guadalupe County,000019,04,35,3504000019,NM,2018,03,12,"December, 2018",0,1590,1504,86,5.40,,,20180312,03201812,528,No,0
Harding County,000021,04,35,3504000021,NM,2018,03,12,"December, 2018",0,285,271,14,4.90,,,20180312,03201812,529,No,0
Hidalgo County,000023,04,35,3504000023,NM,2018,03,12,"December, 2018",0,2119,2036,83,3.90,,,20180312,03201812,530,No,0
Lea County,000025,04,35,3504000025,NM,2018,03,12,"December, 2018",0,31142,29945,1197,3.80,,,20180312,03201812,531,No,0
Lincoln County,000027,04,35,3504000027,NM,2018,03,12,"December, 2018",0,8726,8282,444,5.10,,,20180312,03201812,532,No,0
Los Alamos County,000028,04,35,3504000028,NM,2018,03,12,"December, 2018",0,9176,8869,307,3.30,,,20180312,03201812,533,No,0
Luna County,000029,04,35,3504000029,NM,2018,03,12,"December, 2018",0,9951,8483,1468,14.80,,,20180312,03201812,534,No,0
McKinley County,000031,04,35,3504000031,NM,2018,03,12,"December, 2018",0,24286,22570,1716,7.10,,,20180312,03201812,535,No,0
Mora County,000033,04,35,3504000033,NM,2018,03,12,"December, 2018",0,2336,2192,144,6.20,,,20180312,03201812,536,No,0
Otero County,000035,04,35,3504000035,NM,2018,03,12,"December, 2018",0,25138,23912,1226,4.90,,,20180312,03201812,537,No,0
Quay County,000037,04,35,3504000037,NM,2018,03,12,"December, 2018",0,3271,3106,165,5.00,,,20180312,03201812,538,No,0
Rio Arriba County,000039,04,35,3504000039,NM,2018,03,12,"December, 2018",0,16735,15813,922,5.50,,,20180312,03201812,539,No,0
Roosevelt County,000041,04,35,3504000041,NM,2018,03,12,"December, 2018",0,7781,7442,339,4.40,,,20180312,03201812,540,No,0
Sandoval County,000043,04,35,3504000043,NM,2018,03,12,"December, 2018",0,66852,63613,3239,4.80,,,20180312,03201812,541,No,0
San Juan County,000045,04,35,3504000045,NM,2018,03,12,"December, 2018",0,52514,49414,3100,5.90,,,20180312,03201812,542,No,0
San Miguel County,000047,04,35,3504000047,NM,2018,03,12,"December, 2018",0,10844,10194,650,6.00,,,20180312,03201812,543,No,0
Santa Fe County,000049,04,35,3504000049,NM,2018,03,12,"December, 2018",0,75577,72492,3085,4.10,,,20180312,03201812,544,No,0
Sierra County,000051,04,35,3504000051,NM,2018,03,12,"December, 2018",0,4044,3750,294,7.30,,,20180312,03201812,545,No,0
Socorro County,000053,04,35,3504000053,NM,2018,03,12,"December, 2018",0,6514,6152,362,5.60,,,20180312,03201812,546,No,0
Taos County,000055,04,35,3504000055,NM,2018,03,12,"December, 2018",0,15664,14706,958,6.10,,,20180312,03201812,547,No,0
Torrance County,000057,04,35,3504000057,NM,2018,03,12,"December, 2018",0,5706,5273,433,7.60,,,20180312,03201812,548,No,0
Union County,000059,04,35,3504000059,NM,2018,03,12,"December, 2018",0,1730,1666,64,3.70,,,20180312,03201812,549,No,0
Valencia County,000061,04,35,3504000061,NM,2018,03,12,"December, 2018",0,30842,29225,1617,5.20,,,20180312,03201812,550,No,0
Central Region,000005,15,35,3515000005,NM,2018,03,12,"December, 2018",0,438956,418707,20249,4.60,,,20180312,03201812,551,No,0
Southwestern Region,000010,15,35,3515000010,NM,2018,03,12,"December, 2018",0,135097,126556,8541,6.30,,,20180312,03201812,552,No,0
Northern Region,000015,15,35,3515000015,NM,2018,03,12,"December, 2018",0,221581,209845,11736,5.30,,,20180312,03201812,553,No,0
Eastern Region,000020,15,35,3515000020,NM,2018,03,12,"December, 2018",0,163022,156241,6781,4.20,,,20180312,03201812,554,No,0
Albuquerque MSA,010740,21,35,3521010740,NM,2018,03,12,"December, 2018",0,438956,418707,20249,4.60,,,20180312,03201812,555,No,0
Farmington MSA,022140,21,35,3521022140,NM,2018,03,12,"December, 2018",0,52514,49414,3100,5.90,,,20180312,03201812,556,No,0
Las Cruces MSA,029740,21,35,3521029740,NM,2018,03,12,"December, 2018",0,98643,93024,5619,5.70,,,20180312,03201812,557,No,0
Santa Fe MSA,042140,21,35,3521042140,NM,2018,03,12,"December, 2018",0,75577,72492,3085,4.10,,,20180312,03201812,558,No,0
